,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex,underground_counts,adress
531,Гарик Орлов,realtor,https://www.cian.ru/rent/flat/301612014/,Москва,rent,flat,22,24,1,42.0,70000,0,Покровское-Стрешнево,Волоколамское шоссе,71/22к1,Спартак,,13,"Москва, Волоколамское шоссе, 71/22к1"
532,ID 84900190,homeowner,https://www.cian.ru/rent/flat/297521710/,Москва,rent,flat,13,23,1,32.0,68000,0,Текстильщики,1-й Грайвороновский проезд,13к4,Новохохловская,,8,"Москва, 1-й Грайвороновский проезд, 13к4"
533,ID 116140318,homeowner,https://www.cian.ru/rent/flat/301597667/,Москва,rent,flat,6,20,1,41.0,40000,0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,,30,"Москва, 6-я Радиальная , 7/1к1"
534,ID 72322683,homeowner,https://www.cian.ru/rent/flat/301547063/,Москва,rent,flat,2,9,1,34.3,39000,0,, Золотошвейная,5,Филатов Луг,,80,"Москва,  Золотошвейная, 5"
535,Ирина Григорьева,realtor,https://www.cian.ru/rent/flat/301622388/,Москва,rent,flat,11,17,1,38.0,36000,0,Лосиноостровский,Тайнинская ,17К1,Медведково,,40,"Москва, Тайнинская , 17К1"
536,ID 16040056,homeowner,https://www.cian.ru/rent/flat/301459618/,Москва,rent,flat,21,49,1,40.0,89000,0,Бутырский,Новодмитровская ,2к7,Дмитровская,,23,"Москва, Новодмитровская , 2к7"
537,ID 12455049,homeowner,https://www.cian.ru/rent/flat/300526543/,Москва,rent,flat,7,9,1,35.1,48000,0,Северное Медведково,Студеный проезд,32К2,Медведково,,40,"Москва, Студеный проезд, 32К2"
538,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301791829/,Москва,rent,flat,22,24,1,42.0,33000,0,Бирюлево Восточное,Лебедянская ,23С4,Царицыно,,30,"Москва, Лебедянская , 23С4"
539,ID 409694,homeowner,https://www.cian.ru/rent/flat/264250445/,Москва,rent,flat,6,12,1,39.0,50000,0,Бибирево, Коненкова,6,Бибирево,,12,"Москва,  Коненкова, 6"
540,ID 115083380,homeowner,https://www.cian.ru/rent/flat/301259422/,Москва,rent,flat,3,18,1,32.0,70000,0,Останкинский,Березовая аллея,19к3,Ботанический сад,,41,"Москва, Березовая аллея, 19к3"
541,Василий Счастье,realtor,https://www.cian.ru/rent/flat/301653465/,Москва,rent,flat,1,17,1,40.0,29999,0,Бирюлево Западное,Харьковский проезд,9К1,Пражская,,10,"Москва, Харьковский проезд, 9К1"
542,ID 68145430,homeowner,https://www.cian.ru/rent/flat/287003158/,Москва,rent,flat,6,16,1,36.0,45000,0,Бибирево, Лескова,11А,Алтуфьево,,10,"Москва,  Лескова, 11А"
543,ID 63841680,homeowner,https://www.cian.ru/rent/flat/275154761/,Москва,rent,flat,6,9,1,32.6,42000,0,Бибирево,Белозерская ,11Б,Бибирево,,12,"Москва, Белозерская , 11Б"
544,Елена Бондарева,realtor,https://www.cian.ru/rent/flat/301731841/,Москва,rent,flat,2,17,1,35.0,36000,0,,,4,Коммунарка,,83,"Москва, , 4"
545,ID 115975981,homeowner,https://www.cian.ru/rent/flat/301414367/,Москва,rent,flat,6,17,1,35.0,58000,0,,проспект Куприна,18к1,Бунинская аллея,,86,"Москва, проспект Куприна, 18к1"
546,ID 115968343,homeowner,https://www.cian.ru/rent/flat/301447957/,Москва,rent,flat,4,23,1,47.0,90000,0,Черемушки,Нахимовский проспект,31к3,Новые Черёмушки,,11,"Москва, Нахимовский проспект, 31к3"
547,Ирина Олейникова,realtor,https://www.cian.ru/rent/flat/301726092/,Москва,rent,flat,6,14,1,33.0,37000,0,,,к6,Крёкшино,Новое Внуково ЖК,16,"Москва, , к6"
548,ID 13297122,homeowner,https://www.cian.ru/rent/flat/247445578/,Москва,rent,flat,2,5,1,40.0,77000,0,Гольяново,Амурская ,1Ак2,Черкизовская,,9,"Москва, Амурская , 1Ак2"
549,ID 99808301,homeowner,https://www.cian.ru/rent/flat/283586269/,Москва,rent,flat,2,9,1,27.0,55000,0,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,,27,"Москва, Тагильская , 4В"
550,Наша Держава,real_estate_agent,https://www.cian.ru/rent/flat/270645854/,Москва,rent,flat,4,16,1,36.0,37000,0,Очаково-Матвеевское,Матвеевская ,4К2,Аминьевская,,36,"Москва, Матвеевская , 4К2"
551,ID 115394527,homeowner,https://www.cian.ru/rent/flat/300829566/,Москва,rent,flat,2,21,1,64.0,220000,0,Пресненский, Костикова,4к1,Улица 1905 года,,12,"Москва,  Костикова, 4к1"
552,Светлана Погодина,realtor,https://www.cian.ru/rent/flat/301755210/,Москва,rent,flat,3,9,1,33.8,35000,0,Орехово-Борисово Южное,Ореховый бульвар,10К2,Домодедовская,,12,"Москва, Ореховый бульвар, 10К2"
553,Анна Дмитриева,realtor,https://www.cian.ru/rent/flat/301398702/,Москва,rent,flat,8,17,1,39.0,28000,0,Крюково,Зеленоград,к1441,Зеленоград — Крюково,,20,"Москва, Зеленоград, к1441"
554,Дмитрий Неводов,realtor,https://www.cian.ru/rent/flat/301789341/,Москва,rent,flat,5,9,1,33.0,35000,0,Капотня,4-й кв-л,1,Люблино,,15,"Москва, 4-й кв-л, 1"
555,Евгений Тогобицкий,realtor,https://www.cian.ru/rent/flat/239046176/,Москва,rent,flat,4,5,1,32.0,35000,0,Кузьминки,Волгоградский проспект,107К2,Кузьминки,,22,"Москва, Волгоградский проспект, 107К2"
556,Николай Суровкин,realtor,https://www.cian.ru/rent/flat/301756899/,Москва,rent,flat,7,9,1,36.0,30000,0,Северное Медведково,проезд Шокальского,63,Медведково,,40,"Москва, проезд Шокальского, 63"
557,БЮРО НЕДВИЖИМОСТИ,real_estate_agent,https://www.cian.ru/rent/flat/289296177/,Москва,rent,flat,7,12,1,34.0,35000,0,Бирюлево Восточное,Липецкая ,12К2,Царицыно,,30,"Москва, Липецкая , 12К2"
558,Надежда Полушина,realtor,https://www.cian.ru/rent/flat/300965271/,Москва,rent,flat,6,17,1,37.7,35000,0,Бирюлево Восточное,Липецкая ,36/20,Царицыно,,30,"Москва, Липецкая , 36/20"
559,Евгений Дворянов,realtor,https://www.cian.ru/rent/flat/284025016/,Москва,rent,flat,22,25,1,20.0,36000,0,Кунцево,№ 100 кв-л,1к3,Строгино,,11,"Москва, № 100 кв-л, 1к3"
560,Большой Город,real_estate_agent,https://www.cian.ru/rent/flat/301772557/,Москва,rent,flat,6,19,1,36.7,37000,0,, Бориса Пастернака,35,Рассказовка,,41,"Москва,  Бориса Пастернака, 35"
561,Ирина Григорьева,realtor,https://www.cian.ru/rent/flat/300564078/,Москва,rent,flat,12,23,1,40.0,30000,0,Крюково,Зеленоград,к2039,Зеленоград — Крюково,,20,"Москва, Зеленоград, к2039"
562,BRealty,real_estate_agent,https://www.cian.ru/rent/flat/301352193/,Москва,rent,flat,8,12,1,37.0,37000,0,Коптево,Большая Академическая ,24К2,Красный Балтиец,,22,"Москва, Большая Академическая , 24К2"
563,Денис Мазитов,realtor,https://www.cian.ru/rent/flat/301631278/,Москва,rent,flat,12,14,1,35.0,33000,0,,проспект Куприна,32к2,Бунинская аллея,,86,"Москва, проспект Куприна, 32к2"
564,Мария Харламова,realtor,https://www.cian.ru/rent/flat/301045652/,Москва,rent,flat,6,9,1,30.9,35000,0,Зюзино,Черноморский бульвар,23К1,Севастопольская,,2,"Москва, Черноморский бульвар, 23К1"
565,Игорь Михаилов,realtor,https://www.cian.ru/rent/flat/301763399/,Москва,rent,flat,4,5,1,36.0,30000,0,Тимирязевский,Линейный проезд,8,Петровско-Разумовская,,4,"Москва, Линейный проезд, 8"
566,Александр Ефремов,realtor,https://www.cian.ru/rent/flat/301491034/,Москва,rent,flat,7,22,1,40.0,35000,0,Силино,Зеленоград,к1203,Зеленоград — Крюково,,20,"Москва, Зеленоград, к1203"
567,Анастасия Кулагина,realtor,https://www.cian.ru/rent/flat/301180010/,Москва,rent,flat,2,13,1,37.0,34000,0,,проспект Куприна,32к1,Бунинская аллея,,86,"Москва, проспект Куприна, 32к1"
568,Светлана Болотникова,realtor,https://www.cian.ru/rent/flat/301654559/,Москва,rent,flat,4,15,1,33.0,37000,0,, Гренадерская,9к2,Коммунарка,,83,"Москва,  Гренадерская, 9к2"
569,Небоскреб-2000,real_estate_agent,https://www.cian.ru/rent/flat/301737628/,Москва,rent,flat,11,19,1,38.0,32000,0,,проспект Нововатутинский,10к1,Коммунарка,,83,"Москва, проспект Нововатутинский, 10к1"
570,Моя Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/260020775/,Москва,rent,flat,3,5,1,34.0,33000,0,Нагорный,Балаклавский проспект,12К1,Чертановская,,7,"Москва, Балаклавский проспект, 12К1"
571,Агентство Алисы Спиридоновой,real_estate_agent,https://www.cian.ru/rent/flat/301565840/,Москва,rent,flat,8,14,1,35.0,37000,0,, 1-я Ватутинская,14к2,Коммунарка,,83,"Москва,  1-я Ватутинская, 14к2"
572,СТОЛИЦА. Москва и МО,real_estate_agent,https://www.cian.ru/rent/flat/301202982/,Москва,rent,flat,17,17,1,39.0,35000,0,Северное Измайлово,16-я Парковая ,37К1,Первомайская,,20,"Москва, 16-я Парковая , 37К1"
573,Римарком Владис,real_estate_agent,https://www.cian.ru/rent/flat/301732183/,Москва,rent,flat,7,21,1,39.6,35000,0,, Городская,20,Коммунарка,,83,"Москва,  Городская, 20"
574,Татьяна Старовойт,realtor,https://www.cian.ru/rent/flat/301689060/,Москва,rent,flat,11,16,1,35.0,36000,0,Северное Измайлово,15-я Парковая ,48К2,Щёлковская,,44,"Москва, 15-я Парковая , 48К2"
575,Римарком Владис,real_estate_agent,https://www.cian.ru/rent/flat/301592597/,Москва,rent,flat,13,15,1,36.4,30000,0,, 3-я Нововатутинская,,Коммунарка,,83,"Москва,  3-я Нововатутинская, "
576,Екатерина Семенова,realtor,https://www.cian.ru/rent/flat/274400227/,Москва,rent,flat,8,12,1,35.0,33000,0,Лосиноостровский,1-я Напрудная ,11,Медведково,,40,"Москва, 1-я Напрудная , 11"
577,Людмила Язева,realtor,https://www.cian.ru/rent/flat/301735986/,Москва,rent,flat,5,9,1,35.0,37000,0,Дмитровский,Коровинское шоссе,22К1,Грачёвская,,25,"Москва, Коровинское шоссе, 22К1"
578,ПАРТНЕР,real_estate_agent,https://www.cian.ru/rent/flat/301710230/,Москва,rent,flat,4,17,1,38.0,35000,0,,проспект Нововатутинский,10,Коммунарка,,83,"Москва, проспект Нововатутинский, 10"
579,Ирина Беленькая,realtor,https://www.cian.ru/rent/flat/301362517/,Москва,rent,flat,15,16,1,35.5,37000,0,Царицыно,Бакинская ,23,Царицыно,,30,"Москва, Бакинская , 23"
580,ИнСити,real_estate_agent,https://www.cian.ru/rent/flat/301493425/,Москва,rent,flat,4,5,1,30.0,35000,0,Перово, Плеханова,18К1,Перово,,11,"Москва,  Плеханова, 18К1"
581,Олеся Кежаева,realtor,https://www.cian.ru/rent/flat/301411473/,Москва,rent,flat,1,14,1,32.0,36000,0,Вешняки,Вешняковская ,26К1,Выхино,,9,"Москва, Вешняковская , 26К1"
582,Людмила Ипполитова,realtor,https://www.cian.ru/rent/flat/272262894/,Москва,rent,flat,9,16,1,37.8,30000,0,Лианозово,Псковская ,10К1,Лианозово,,13,"Москва, Псковская , 10К1"
583,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/301512629/,Москва,rent,flat,14,16,1,38.0,35000,0,Капотня,4-й кв-л,7,Братиславская,,18,"Москва, 4-й кв-л, 7"
584,Светлана Бирюкова,realtor,https://www.cian.ru/rent/flat/301573989/,Москва,rent,flat,4,12,1,35.3,37000,0,Выхино-Жулебино,Рязанский проспект,72к1,Выхино,,9,"Москва, Рязанский проспект, 72к1"
585,ОГРК,real_estate_agent,https://www.cian.ru/rent/flat/299164422/,Москва,rent,flat,5,12,1,40.0,30000,0,Старое Крюково,Зеленоград,к808,Зеленоград — Крюково,,20,"Москва, Зеленоград, к808"
586,Ольга Титова,realtor,https://www.cian.ru/rent/flat/298517872/,Москва,rent,flat,9,15,1,40.0,28000,0,, Аэростатная,12к2,Крёкшино,,16,"Москва,  Аэростатная, 12к2"
587,Елена Гущина,realtor,https://www.cian.ru/rent/flat/300943727/,Москва,rent,flat,7,15,1,37.9,35000,0,Южное Бутово,Изюмская ,49к3,Бутово,,7,"Москва, Изюмская , 49к3"
588,Михаил Мальцев,realtor,https://www.cian.ru/rent/flat/301586220/,Москва,rent,flat,1,9,1,33.0,35000,0,Можайский,Витебская ,8К1,Сетунь,,10,"Москва, Витебская , 8К1"
589,Светлана Хан,realtor,https://www.cian.ru/rent/flat/290133018/,Москва,rent,flat,5,5,1,32.0,35000,0,Коптево,3-й Новомихалковский проезд,9,Коптево,,13,"Москва, 3-й Новомихалковский проезд, 9"
590,Светлана Жалпиева,realtor,https://www.cian.ru/rent/flat/301545462/,Москва,rent,flat,22,24,1,42.0,35000,0,Бирюлево Восточное,Лебедянская ,38,Царицыно,,30,"Москва, Лебедянская , 38"
591,Финист,real_estate_agent,https://www.cian.ru/rent/flat/296302499/,Москва,rent,flat,7,17,1,40.0,33000,0,Крюково,Зеленоград,к2028,Зеленоград — Крюково,,20,"Москва, Зеленоград, к2028"
592,Юлия Сергеевна Денисова,realtor,https://www.cian.ru/rent/flat/300822518/,Москва,rent,flat,1,5,1,30.0,35000,0,Метрогородок,Открытое шоссе,25К5,Бульвар Рокоссовского,,27,"Москва, Открытое шоссе, 25К5"
593,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/300670062/,Москва,rent,flat,7,12,1,35.0,35000,0,Внуково, Рассказовская,24,Аэропорт Внуково,,6,"Москва,  Рассказовская, 24"
594,Инна Кобзева,realtor,https://www.cian.ru/rent/flat/191406926/,Москва,rent,flat,8,17,1,38.0,31000,0,Южное Бутово, Маршала Савицкого,32,Щербинка,,39,"Москва,  Маршала Савицкого, 32"
595,Сергей Парамонов,realtor,https://www.cian.ru/rent/flat/301166601/,Москва,rent,flat,9,9,1,36.0,32000,0,Матушкино,Зеленоград,мкр. 4-й,Зеленоград — Крюково,,20,"Москва, Зеленоград, мкр. 4-й"
596,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301427563/,Москва,rent,flat,1,9,1,35.0,35000,0,Вешняки, Красный Казанец,19К1,Выхино,,9,"Москва,  Красный Казанец, 19К1"
597,Ольга Журбина,realtor,https://www.cian.ru/rent/flat/301520952/,Москва,rent,flat,14,17,1,37.8,37000,0,Москворечье-Сабурово,Кантемировская ,20К5,Кантемировская,,26,"Москва, Кантемировская , 20К5"
598,Василий Сысоев,realtor,https://www.cian.ru/rent/flat/228364036/,Москва,rent,flat,6,9,1,32.0,38000,0,Богородское,Игральная ,5,Бульвар Рокоссовского,,27,"Москва, Игральная , 5"
599,АСВ-недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/301521742/,Москва,rent,flat,8,14,1,36.0,34000,0,, Уточкина,7к2,Силикатная,,20,"Москва,  Уточкина, 7к2"
600,ЦЗН ПРОСПЕКТ МИРА,real_estate_agent,https://www.cian.ru/rent/flat/299856939/,Москва,rent,flat,7,12,1,36.0,35000,0,Бирюлево Восточное,Михневская ,11,Царицыно,,30,"Москва, Михневская , 11"
601,Aksey,real_estate_agent,https://www.cian.ru/rent/flat/250115436/,Москва,rent,flat,10,14,1,41.0,35000,0,Южное Бутово, Адмирала Лазарева,39,Улица Горчакова,,4,"Москва,  Адмирала Лазарева, 39"
602,Дмитрий Корольков,realtor,https://www.cian.ru/rent/flat/276921966/,Москва,rent,flat,2,17,1,38.0,37000,0,Ново-Переделкино,Лукинская ,18,Новопеределкино,,6,"Москва, Лукинская , 18"
603,Мария Буга,realtor,https://www.cian.ru/rent/flat/273047573/,Москва,rent,flat,8,21,1,41.0,30000,0,,,5,Остафьево,,1,"Москва, , 5"
604,Артём Бученков,realtor,https://www.cian.ru/rent/flat/301085713/,Москва,rent,flat,4,5,1,26.6,35000,0,Соколиная гора,проспект Буденного,24К2,Сортировочная,,1,"Москва, проспект Буденного, 24К2"
605,Илья Андреев,realtor,https://www.cian.ru/rent/flat/293944550/,Москва,rent,flat,1,13,1,35.0,34000,0,Западное Дегунино,Коровинское шоссе,29К1,Грачёвская,,25,"Москва, Коровинское шоссе, 29К1"
606,Диана Товт,realtor,https://www.cian.ru/rent/flat/301642068/,Москва,rent,flat,3,16,1,34.2,36000,0,,проезд Чечерский,128к2,Бунинская аллея,,86,"Москва, проезд Чечерский, 128к2"
607,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301247983/,Москва,rent,flat,6,12,1,39.0,35000,0,Северное Бутово,Старобитцевская ,9,Бульвар Дмитрия Донского,,15,"Москва, Старобитцевская , 9"
608,Лигант,real_estate_agent,https://www.cian.ru/rent/flat/301254118/,Москва,rent,flat,5,9,1,36.0,35000,0,Метрогородок,Открытое шоссе,25К4,Бульвар Рокоссовского,,27,"Москва, Открытое шоссе, 25К4"
609,TOP FLAT,real_estate_agent,https://www.cian.ru/rent/flat/288639653/,Москва,rent,flat,6,15,1,35.0,35000,0,, Уточкина,7к1,Силикатная,,20,"Москва,  Уточкина, 7к1"
610,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/298956495/,Москва,rent,flat,4,16,1,40.0,35000,0,Выхино-Жулебино,Волгоградский проспект,197,Жулебино,,4,"Москва, Волгоградский проспект, 197"
611,Павел Казаков,realtor,https://www.cian.ru/rent/flat/297116684/,Москва,rent,flat,1,5,1,35.0,35000,0,Перово,Федеративный проспект,7К3,Новогиреево,,16,"Москва, Федеративный проспект, 7К3"
612,Диана Товт,realtor,https://www.cian.ru/rent/flat/300521845/,Москва,rent,flat,3,4,1,38.0,35000,0,, Потаповская Роща,16к1,Бунинская аллея,,86,"Москва,  Потаповская Роща, 16к1"
613,Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/301259166/,Москва,rent,flat,1,15,1,40.0,36000,0,, Гренадерская,9к3,Коммунарка,,83,"Москва,  Гренадерская, 9к3"
614,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301642766/,Москва,rent,flat,1,9,1,33.0,35000,0,Даниловский,Дербеневская набережная,13/17К4,Крестьянская застава,,3,"Москва, Дербеневская набережная, 13/17К4"
615,Алена Рудова,realtor,https://www.cian.ru/rent/flat/301601814/,Москва,rent,flat,5,5,1,34.0,37000,0,Царицыно,Веселая ,33К4,Царицыно,,30,"Москва, Веселая , 33К4"
616,Maroom,real_estate_agent,https://www.cian.ru/rent/flat/301386743/,Москва,rent,flat,12,16,1,18.7,37000,0,Ярославский,Ярославское шоссе,116К2,ВДНХ,,18,"Москва, Ярославское шоссе, 116К2"
617,Денис Цуканов,realtor,https://www.cian.ru/rent/flat/299832647/,Москва,rent,flat,1,9,1,36.0,35000,0,Матушкино,Зеленоград,к200А,Зеленоград — Крюково,,20,"Москва, Зеленоград, к200А"
618,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/rent/flat/301207422/,Москва,rent,flat,11,13,1,32.2,35000,0,, Красовского,2к2,Щербинка,,39,"Москва,  Красовского, 2к2"
619,Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/301217055/,Москва,rent,flat,2,14,1,38.3,37000,0,Южное Бутово,Старонародная ,2,Бутово,,7,"Москва, Старонародная , 2"
620,Финист,real_estate_agent,https://www.cian.ru/rent/flat/273848658/,Москва,rent,flat,5,14,1,40.0,28000,0,Крюково,Зеленоград,к1432,Зеленоград — Крюково,,20,"Москва, Зеленоград, к1432"
621,Столичный Проспект,real_estate_agent,https://www.cian.ru/rent/flat/301093709/,Москва,rent,flat,6,12,1,38.7,36000,0,Ярославский, Проходчиков,17,Медведково,,40,"Москва,  Проходчиков, 17"
622,Елена Марченко,realtor,https://www.cian.ru/rent/flat/301545477/,Москва,rent,flat,3,14,1,35.0,38000,0,Бирюлево Восточное,Липецкая ,6К2,Царицыно,,30,"Москва, Липецкая , 6К2"
623,Сергей Левченко,realtor,https://www.cian.ru/rent/flat/301139824/,Москва,rent,flat,12,14,1,42.0,35000,0,Южное Бутово, Маршала Савицкого,20к1,Щербинка,,39,"Москва,  Маршала Савицкого, 20к1"
624,Ольга Левина,realtor,https://www.cian.ru/rent/flat/294737697/,Москва,rent,flat,8,9,1,32.4,34000,0,Бирюлево Западное,Булатниковская ,5К5,Царицыно,,30,"Москва, Булатниковская , 5К5"
625,ГАРАНТ,real_estate_agent,https://www.cian.ru/rent/flat/300613269/,Москва,rent,flat,7,16,1,34.4,35000,0,Головинский,Флотская ,27,Моссельмаш,,11,"Москва, Флотская , 27"
626,PARTNER-ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/299441917/,Москва,rent,flat,2,4,1,36.0,33000,0,, Жемчужная,1к13,Филатов Луг,,80,"Москва,  Жемчужная, 1к13"
627,Анастасия Саломатина,realtor,https://www.cian.ru/rent/flat/301421283/,Москва,rent,flat,12,18,1,33.0,30000,0,,шоссе Остафьевское,14к1,Щербинка,,39,"Москва, шоссе Остафьевское, 14к1"
628,Консультант по недвижимости 62,real_estate_agent,https://www.cian.ru/rent/flat/296199609/,Москва,rent,flat,2,16,1,32.0,36000,0,, Яворки,1к4,Коммунарка,,83,"Москва,  Яворки, 1к4"
629,Анастасия Иванова,realtor,https://www.cian.ru/rent/flat/301682701/,Москва,rent,flat,1,9,1,31.0,37000,0,Вешняки,аллея Жемчуговой,5К2,Новогиреево,,16,"Москва, аллея Жемчуговой, 5К2"
630,Светлана Сорокина,realtor,https://www.cian.ru/rent/flat/300796355/,Москва,rent,flat,12,23,1,43.0,35000,0,, Барышевская Роща,18,Щербинка,,39,"Москва,  Барышевская Роща, 18"
631,Владлена Никишина,realtor,https://www.cian.ru/rent/flat/300294357/,Москва,rent,flat,7,14,1,36.0,34000,0,, Логинова,5к2,Щербинка,,39,"Москва,  Логинова, 5к2"
632,Кей Эстейт,real_estate_agent,https://www.cian.ru/rent/flat/299846259/,Москва,rent,flat,3,16,1,32.9,34000,0,, Гренадерская,9к3,Ольховая,,26,"Москва,  Гренадерская, 9к3"
633,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/rent/flat/300777180/,Москва,rent,flat,13,14,1,36.1,35000,0,, Стожарова,7,Крёкшино,,16,"Москва,  Стожарова, 7"
634,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/299241880/,Москва,rent,flat,3,10,1,12.0,35000,0,Головинский,Фестивальная ,48К2,Грачёвская,,25,"Москва, Фестивальная , 48К2"
635,Шираз Чнаваян,realtor,https://www.cian.ru/rent/flat/301563151/,Москва,rent,flat,1,4,1,35.0,35000,0,Восточный,9 Мая ,17,Щёлковская,,44,"Москва, 9 Мая , 17"
636,МГСН,real_estate_agent,https://www.cian.ru/rent/flat/300800324/,Москва,rent,flat,10,17,1,38.5,33000,0,Некрасовка,2-я Вольская ,6,Люберцы,,1,"Москва, 2-я Вольская , 6"
637,Ahmadulin Estate,real_estate_agent,https://www.cian.ru/rent/flat/300797130/,Москва,rent,flat,4,12,1,34.0,35000,0,, Уточкина,7к1,Силикатная,,20,"Москва,  Уточкина, 7к1"
638,Наталья Жукова,realtor,https://www.cian.ru/rent/flat/299968189/,Москва,rent,flat,11,17,1,40.0,35000,0,, Барышевская Роща,2,Щербинка,,39,"Москва,  Барышевская Роща, 2"
639,Макромир,real_estate_agent,https://www.cian.ru/rent/flat/301340149/,Москва,rent,flat,2,14,1,35.0,35000,0,, Стожарова,11,Санино,,15,"Москва,  Стожарова, 11"
640,Римарком Владис,real_estate_agent,https://www.cian.ru/rent/flat/301181057/,Москва,rent,flat,3,17,1,36.0,32000,0,, 2-я Нововатутинская,5,Ольховая,,26,"Москва,  2-я Нововатутинская, 5"
641,Хозяин Сервис,real_estate_agent,https://www.cian.ru/rent/flat/300998163/,Москва,rent,flat,1,3,1,33.0,33000,0,,,7,Бунинская аллея,,86,"Москва, , 7"
642,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300866450/,Москва,rent,flat,13,17,1,21.0,34000,0,Южное Бутово,Варшавское шоссе,282к2,Щербинка,,39,"Москва, Варшавское шоссе, 282к2"
643,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/301273634/,Москва,rent,flat,13,17,1,36.8,30000,0,,проспект Нововатутинский,10к1,Ольховая,,26,"Москва, проспект Нововатутинский, 10к1"
644,Экспресс Решения,real_estate_agent,https://www.cian.ru/rent/flat/299657810/,Москва,rent,flat,3,4,1,31.0,30000,0,, Авиаторов,14,Щербинка,,39,"Москва,  Авиаторов, 14"
645,ЦДВ Инвест,real_estate_agent,https://www.cian.ru/rent/flat/300403134/,Москва,rent,flat,6,10,1,35.1,35000,0,, Золотошвейная,2,Филатов Луг,,80,"Москва,  Золотошвейная, 2"
646,Вячеслав Гордеев,realtor,https://www.cian.ru/rent/flat/300008204/,Москва,rent,flat,14,15,1,43.0,37000,0,, Кварцевая,2к2,Коммунарка,,83,"Москва,  Кварцевая, 2к2"
647,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/301229920/,Москва,rent,flat,8,16,1,35.0,35000,0,, Гренадерская,9к2,Коммунарка,,83,"Москва,  Гренадерская, 9к2"
648,Олег Заикин,realtor,https://www.cian.ru/rent/flat/300439762/,Москва,rent,flat,4,12,1,41.6,35000,0,, Гореловская,3,Силикатная,,20,"Москва,  Гореловская, 3"
649,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301231644/,Москва,rent,flat,1,3,1,37.0,33000,0,, Потаповская Роща,2к1,Потапово,,4,"Москва,  Потаповская Роща, 2к1"
650,Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/300337324/,Москва,rent,flat,6,17,1,33.7,32000,0,, 6-я Нововатутинская,3к2,Коммунарка,,83,"Москва,  6-я Нововатутинская, 3к2"
651,Огни-Москвы отделение Киевское,real_estate_agent,https://www.cian.ru/rent/flat/299618312/,Москва,rent,flat,11,16,1,32.0,37000,0,, Уточкина,8к1,Силикатная,,20,"Москва,  Уточкина, 8к1"
652,Финист,real_estate_agent,https://www.cian.ru/rent/flat/301313495/,Москва,rent,flat,7,12,1,35.0,33000,0,Крюково,Зеленоград,к2008,Зеленоград — Крюково,,20,"Москва, Зеленоград, к2008"
653,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301222883/,Москва,rent,flat,12,12,1,30.0,37000,0,Бирюлево Западное,Харьковский проезд,11К2,Пражская,,10,"Москва, Харьковский проезд, 11К2"
654,Наиль Губайдуллин,realtor,https://www.cian.ru/rent/flat/301651417/,Москва,rent,flat,1,4,1,35.0,35000,0,Восточный,9 Мая ,17,Щёлковская,,44,"Москва, 9 Мая , 17"
655,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301665582/,Москва,rent,flat,10,12,1,40.0,37000,0,Южное Бутово, Академика Понтрягина,21,Бунинская аллея,,86,"Москва,  Академика Понтрягина, 21"
656,Николай Толмачев,realtor,https://www.cian.ru/rent/flat/301326712/,Москва,rent,flat,10,17,1,37.0,36000,0,,проспект Нововатутинский,11,Коммунарка,,83,"Москва, проспект Нововатутинский, 11"
657,Денис Ложкин,realtor,https://www.cian.ru/rent/flat/301669961/,Москва,rent,flat,2,9,1,47.0,33000,0,,,35,Бунинская аллея,,86,"Москва, , 35"
658,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/298727886/,Москва,rent,flat,10,14,1,40.0,35000,0,,шоссе Остафьевское,14к1,Щербинка,,39,"Москва, шоссе Остафьевское, 14к1"
