,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex,underground_counts,adress
659,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/300671893/,Москва,rent,flat,6,12,1,38.7,36000,0,Ярославский, Проходчиков,17,Медведково,,40,"Москва,  Проходчиков, 17"
660,Вероника Думанова,realtor,https://www.cian.ru/rent/flat/301066301/,Москва,rent,flat,9,14,1,45.0,30000,0,, Кварцевая,5к4,Бунинская аллея,,86,"Москва,  Кварцевая, 5к4"
661,Людмила Кокурина,realtor,https://www.cian.ru/rent/flat/301322967/,Москва,rent,flat,4,9,1,33.0,37000,0,, Золотошвейная,5,Филатов Луг,,80,"Москва,  Золотошвейная, 5"
662,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/301471431/,Москва,rent,flat,6,17,1,40.0,35000,0,, Спортивная,9,Щербинка,,39,"Москва,  Спортивная, 9"
663,Владлена Никишина,realtor,https://www.cian.ru/rent/flat/281477686/,Москва,rent,flat,11,14,1,37.0,35000,0,, Логинова,5к2,Щербинка,,39,"Москва,  Логинова, 5к2"
664,Оксана Гаврош,realtor,https://www.cian.ru/rent/flat/300384213/,Москва,rent,flat,11,15,1,43.0,38000,0,, Кварцевая,2к4,Бунинская аллея,,86,"Москва,  Кварцевая, 2к4"
665,Елена Бондарева,realtor,https://www.cian.ru/rent/flat/300228439/,Москва,rent,flat,8,14,1,39.0,37000,0,,проспект Куприна,36к1,Бунинская аллея,,86,"Москва, проспект Куприна, 36к1"
666,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/299941941/,Москва,rent,flat,2,17,1,33.0,35000,0,, Гренадерская,9к3,Коммунарка,,83,"Москва,  Гренадерская, 9к3"
667,Виталий Шарапов,realtor,https://www.cian.ru/rent/flat/301078942/,Москва,rent,flat,2,16,1,32.0,35000,0,, Уточкина,8к1,Силикатная,,20,"Москва,  Уточкина, 8к1"
668,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301778546/,Москва,rent,flat,7,16,1,40.0,38000,0,Бирюлево Восточное,Загорьевская ,16К2,Царицыно,,30,"Москва, Загорьевская , 16К2"
669,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301723742/,Москва,rent,flat,9,24,1,42.0,38000,0,Бирюлево Восточное,Ягодная ,8к1,Царицыно,,30,"Москва, Ягодная , 8к1"
670,Владис,real_estate_agent,https://www.cian.ru/rent/flat/301759021/,Москва,rent,flat,4,5,1,32.2,38000,0,Кузьминки,Окская ,4К2,Текстильщики,,28,"Москва, Окская , 4К2"
671,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301174859/,Москва,rent,flat,14,16,1,18.0,38000,0,Ярославский,Ярославское шоссе,116К2,ВДНХ,,18,"Москва, Ярославское шоссе, 116К2"
672,Наталья Журова,realtor,https://www.cian.ru/rent/flat/300789581/,Москва,rent,flat,10,15,1,40.0,38000,0,, Стожарова,5,Кокошкино,,1,"Москва,  Стожарова, 5"
673,Дарья Бурмакова,realtor,https://www.cian.ru/rent/flat/301765406/,Москва,rent,flat,2,25,1,40.0,38000,0,, Бианки,6к4,Рассказовка,,41,"Москва,  Бианки, 6к4"
674,Тимур Сарвари,realtor,https://www.cian.ru/rent/flat/301495534/,Москва,rent,flat,2,3,1,35.0,38000,0,Покровское-Стрешнево,Подмосковная ,2/4,Тушинская,,6,"Москва, Подмосковная , 2/4"
675,Азбука Жилья Аренда,real_estate_agent,https://www.cian.ru/rent/flat/222688868/,Москва,rent,flat,3,25,1,40.0,38000,0,Северное Медведково,Студеный проезд,14,Медведково,,40,"Москва, Студеный проезд, 14"
676,Ирина Григорьева,realtor,https://www.cian.ru/rent/flat/301616825/,Москва,rent,flat,2,5,1,38.0,38000,0,Восточное Измайлово,Верхняя Первомайская ,71К1,Первомайская,,20,"Москва, Верхняя Первомайская , 71К1"
677,Евгений Тогобицкий,realtor,https://www.cian.ru/rent/flat/300222770/,Москва,rent,flat,7,14,1,40.0,38000,0,Северное Медведково,Широкая ,9К2,Медведково,,40,"Москва, Широкая , 9К2"
678,Виктор Посохов,realtor,https://www.cian.ru/rent/flat/301749618/,Москва,rent,flat,14,17,1,40.0,38000,0,Отрадное, Хачатуряна,7,Отрадное,,23,"Москва,  Хачатуряна, 7"
679,Сергей Сазонов,realtor,https://www.cian.ru/rent/flat/287313602/,Москва,rent,flat,3,16,1,35.0,38000,0,Коптево,Михалковская ,26К2,Коптево,,13,"Москва, Михалковская , 26К2"
680,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301585746/,Москва,rent,flat,6,9,1,40.0,38000,0,Восточное Измайлово,Сиреневый бульвар,62,Первомайская,,20,"Москва, Сиреневый бульвар, 62"
681,Самолет Плюс Москва Хамовники,real_estate_agent,https://www.cian.ru/rent/flat/301483175/,Москва,rent,flat,1,9,1,32.8,38000,0,Коптево,проезд Черепановых,72,Лихоборы,,1,"Москва, проезд Черепановых, 72"
682,Альфия Аминова,realtor,https://www.cian.ru/rent/flat/287639159/,Москва,rent,flat,3,10,1,38.0,38000,0,Новокосино,Суздальская ,8К4,Новокосино,,9,"Москва, Суздальская , 8К4"
683,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/278730338/,Москва,rent,flat,10,10,1,41.0,38000,0,,проезд Чечерский,128к1,Бунинская аллея,,86,"Москва, проезд Чечерский, 128к1"
684,МК-Град,real_estate_agent,https://www.cian.ru/rent/flat/301088204/,Москва,rent,flat,1,16,1,35.0,38000,0,Гольяново,Камчатская ,3,Щёлковская,,44,"Москва, Камчатская , 3"
685,Елена Бухтоярова,realtor,https://www.cian.ru/rent/flat/294662348/,Москва,rent,flat,4,9,1,33.4,38000,0,Северное Измайлово,16-я Парковая ,55К2,Щёлковская,,44,"Москва, 16-я Парковая , 55К2"
686,Новый Ключ,real_estate_agent,https://www.cian.ru/rent/flat/301612487/,Москва,rent,flat,3,17,1,38.0,38000,0,Некрасовка, Сочинская,2,Некрасовка,,18,"Москва,  Сочинская, 2"
687,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/301573278/,Москва,rent,flat,10,18,1,45.0,38000,0,, 40 лет Октября,3,Щербинка,,39,"Москва,  40 лет Октября, 3"
688,МГЦН - Многофункциональный Городской Центр Недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/301705972/,Москва,rent,flat,2,16,1,35.0,38000,0,Кузьминки,Юго-Восточный ао,к6,Кузьминки,,22,"Москва, Юго-Восточный ао, к6"
689,Людмила Малышева,realtor,https://www.cian.ru/rent/flat/301222669/,Москва,rent,flat,9,16,1,40.0,38000,0,,проезд Чечерский,126к2,Бунинская аллея,,86,"Москва, проезд Чечерский, 126к2"
690,MY HOME,real_estate_agent,https://www.cian.ru/rent/flat/301618614/,Москва,rent,flat,5,9,1,40.0,38000,0,Гольяново,Байкальская ,30К2,Щёлковская,,44,"Москва, Байкальская , 30К2"
691,Империя недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/301660859/,Москва,rent,flat,6,12,1,41.0,38000,0,Отрадное,Отрадный проезд,3,Отрадное,,23,"Москва, Отрадный проезд, 3"
692,Сергей Матвеев,realtor,https://www.cian.ru/rent/flat/301327489/,Москва,rent,flat,2,5,1,30.2,38000,0,Косино-Ухтомский,Оренбургская ,17,Улица Дмитриевского,,5,"Москва, Оренбургская , 17"
693,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300346344/,Москва,rent,flat,6,9,1,30.0,38000,0,Восточное Измайлово,Сиреневый бульвар,62,Первомайская,,20,"Москва, Сиреневый бульвар, 62"
694,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300133710/,Москва,rent,flat,4,9,1,40.0,38000,0,Вешняки,Снайперская ,7,Выхино,,9,"Москва, Снайперская , 7"
695,EXPERT,real_estate_agent,https://www.cian.ru/rent/flat/301231833/,Москва,rent,flat,4,5,1,36.0,38000,0,Хорошево-Мневники, Демьяна Бедного,22К1,Народное Ополчение,,21,"Москва,  Демьяна Бедного, 22К1"
696,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/301589300/,Москва,rent,flat,5,7,1,44.0,38000,0,, Медовая Долина,3к1,Санино,,15,"Москва,  Медовая Долина, 3к1"
697,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/299440309/,Москва,rent,flat,18,18,1,35.0,38000,0,, Александры Монаховой,88к3,Бунинская аллея,,86,"Москва,  Александры Монаховой, 88к3"
698,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301549429/,Москва,rent,flat,5,5,1,27.0,38000,0,Северное Измайлово,Сиреневый бульвар,11К1,Щёлковская,,44,"Москва, Сиреневый бульвар, 11К1"
699,Юлия Манакова,realtor,https://www.cian.ru/rent/flat/300509555/,Москва,rent,flat,3,14,1,35.0,38000,0,Теплый Стан, Теплый Стан,12К1,Тёплый Стан,,8,"Москва,  Теплый Стан, 12К1"
700,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301266446/,Москва,rent,flat,3,5,1,30.0,38000,0,Можайский, Маршала Неделина,8,Сетунь,,10,"Москва,  Маршала Неделина, 8"
701,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/300323750/,Москва,rent,flat,6,17,1,38.0,38000,0,Косино-Ухтомский,Лухмановская ,24,Лухмановская,,13,"Москва, Лухмановская , 24"
702,Наиль Губайдуллин,realtor,https://www.cian.ru/rent/flat/301468842/,Москва,rent,flat,6,9,1,40.0,38000,0,, Александры Монаховой,96к2,Бунинская аллея,,86,"Москва,  Александры Монаховой, 96к2"
703,Градсити,real_estate_agent,https://www.cian.ru/rent/flat/300904997/,Москва,rent,flat,6,14,1,38.0,38000,0,Митино,Митинская ,37,Митино,,18,"Москва, Митинская , 37"
704,Equilibrium,real_estate_agent,https://www.cian.ru/rent/flat/301229013/,Москва,rent,flat,7,16,1,31.0,38000,0,, Уточкина,8к1,Силикатная,,20,"Москва,  Уточкина, 8к1"
705,Александра Тимофеева,realtor,https://www.cian.ru/rent/flat/301103981/,Москва,rent,flat,15,17,1,38.0,38000,0,Восточное Дегунино,Дубнинская ,32К5,Бескудниково,,7,"Москва, Дубнинская , 32К5"
706,Людмила Горбачева,realtor,https://www.cian.ru/rent/flat/297111108/,Москва,rent,flat,10,12,1,39.2,38000,0,Чертаново Южное, Академика Янгеля,14К8,Пражская,,10,"Москва,  Академика Янгеля, 14К8"
707,Алексей Барсуков,realtor,https://www.cian.ru/rent/flat/300671202/,Москва,rent,flat,7,9,1,32.6,38500,0,Дмитровский,Яхромская ,1А,Яхромская,,18,"Москва, Яхромская , 1А"
708,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/301783518/,Москва,rent,flat,13,14,1,39.0,39000,0,Ново-Переделкино, Шолохова,26,Новопеределкино,,6,"Москва,  Шолохова, 26"
709,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/300301984/,Москва,rent,flat,3,10,1,39.0,39000,0,Выхино-Жулебино,Жулебинский бульвар,9,Лермонтовский проспект,,4,"Москва, Жулебинский бульвар, 9"
710,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/298969913/,Москва,rent,flat,3,3,1,38.0,39000,0,,аллея Буковая,1,Коммунарка,,83,"Москва, аллея Буковая, 1"
